MSG	8342432	DISPLAY_COORDS 0 0 1023 767								
MSG	8344122	TRIALID 1								
MSG	8346879	DRIFTCORRECT R RIGHT at 512,384  OFFSET 0.26 deg.  1.5,-13.0 pix.								
MSG	8347536	RECCFG CR 250 2 1 R								
MSG	8347536	ELCLCFG MLRR								
MSG	8347536	GAZE_COORDS 0.00 0.00 1023.00 767.00								
MSG	8347536	THRESHOLDS R 71 146								
MSG	8347536	ELCL_WINDOW_SIZES 176 188 0 0								
MSG	8347536	CAMERA_LENS_FOCAL_LENGTH 38.00								
MSG	8347536	ELCL_PROC ELLIPSE  (5)								
MSG	8347536	ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30								
MSG	8347537	!MODE RECORD CR 250 2 1 R								
EFIX	R	8454673	8454717	48	440.7	318.9	1229			
SSACC	R	8454721								
ESACC	R	8454721	8454749	32	445.2	317.1	443.7	321.4	0.09	58
SFIX	R	8454753								
EFIX	R	8454753	8454777	28	436.9	340.3	1236			
SSACC	R	8454781								
ESACC	R	8454781	8454849	72	435.9	340.2	450.4	299.6	0.83	112
SFIX	R	8454853								
EFIX	R	8454853	8454893	44	442.9	326.0	1251			
SSACC	R	8454897								
ESACC	R	8454897	8454917	24	437.3	329.3	443.0	335.0	0.15	66
SFIX	R	8454921								
EFIX	R	8454921	8455029	112	463.8	379.2	1260			
SSACC	R	8455033								
ESACC	R	8455033	8455037	8	467.0	392.8	465.2	399.7	0.14	61
SFIX	R	8455041								
EFIX	R	8455041	8455133	96	470.0	390.6	1277			
SSACC	R	8455137								
ESACC	R	8455137	8455153	20	472.3	378.7	466.5	401.0	0.45	73
SFIX	R	8455157								
EFIX	R	8455157	8455281	128	469.7	379.7	1303			
SSACC	R	8455285								
ESACC	R	8455285	8455305	24	469.3	360.7	472.5	362.1	0.06	69
SFIX	R	8455309								
EFIX	R	8455309	8455333	28	470.5	372.1	1319			
SSACC	R	8455337								
ESACC	R	8455337	8455357	24	469.7	380.3	466.6	359.4	0.41	120
SFIX	R	8455361								
EFIX	R	8455361	8455405	48	467.9	369.2	1322			
SSACC	R	8455409								
ESACC	R	8455409	8455417	12	470.4	354.1	470.1	361.5	0.14	71
SFIX	R	8455421								
EFIX	R	8455421	8455449	32	465.7	368.7	1313			
SSACC	R	8455453								
ESACC	R	8455453	8455461	12	484.4	362.8	495.3	338.4	0.51	72
SFIX	R	8455465								
EFIX	R	8455465	8455645	184	493.9	342.5	1321			
SSACC	R	8455649								
ESACC	R	8455649	8455669	24	496.2	345.5	504.5	320.9	0.50	62
SFIX	R	8455673								
EFIX	R	8455673	8455825	156	499.4	343.7	1342			
SSACC	R	8455829								
MSG	8455830	VIDEO_MARKER_00240								
ESACC	R	8455829	8455841	16	498.5	366.7	499.9	350.4	0.32	74
SFIX	R	8455845								
EFIX	R	8455845	8455913	72	502.1	354.4	1345			
SSACC	R	8455917								
ESACC	R	8455917	8455933	20	501.4	354.4	444.7	375.0	1.01	112
SFIX	R	8455937								
EFIX	R	8455937	8456193	260	450.7	360.1	1313			
SSACC	R	8456197								
ESACC	R	8456197	8456217	24	449.1	348.9	449.6	338.6	0.20	58
SFIX	R	8456221								
EFIX	R	8456221	8456289	72	446.6	343.5	1299			
SSACC	R	8456293								
ESACC	R	8456293	8456313	24	447.0	349.4	463.4	436.9	1.73	129
SFIX	R	8456317								
EFIX	R	8456317	8456445	132	462.3	420.4	1301			
SSACC	R	8456449								
ESACC	R	8456449	8456525	80	461.5	401.7	456.6	426.5	0.49	79
SFIX	R	8456529								
EFIX	R	8456529	8456721	196	451.6	458.4	1203			
SSACC	R	8456725								
ESACC	R	8456725	8456753	32	454.2	454.9	470.6	339.3	2.27	109
SFIX	R	8456757								
EFIX	R	8456757	8457121	368	487.3	377.8	1244			
SSACC	R	8457125								
ESACC	R	8457125	8457145	24	506.5	377.6	505.8	371.2	0.13	88
SFIX	R	8457149								
EFIX	R	8457149	8457185	40	505.5	364.0	1282			
SSACC	R	8457189								
ESACC	R	8457189	8457209	24	503.7	365.4	505.1	353.1	0.24	62
SFIX	R	8457213								
EFIX	R	8457213	8457237	28	506.4	361.3	1313			
SSACC	R	8457241								
ESACC	R	8457241	8457277	40	503.8	343.7	512.0	335.4	0.21	84
SFIX	R	8457281								
EFIX	R	8457281	8457377	100	507.7	339.2	1364			
SSACC	R	8457381								
ESACC	R	8457381	8457469	92	510.4	333.3	513.0	329.9	0.08	99
SFIX	R	8457473								
EFIX	R	8457473	8457509	40	518.1	311.0	1416			
SSACC	R	8457513								
ESACC	R	8457513	8457617	108	517.6	278.7	405.5	318.5	2.00	201
SFIX	R	8457621								
EFIX	R	8457621	8457697	80	405.6	334.7	1456			
SSACC	R	8457701								
ESACC	R	8457701	8457737	40	406.0	337.4	414.9	325.7	0.27	90
SFIX	R	8457741								
EFIX	R	8457741	8457765	28	410.4	344.0	1467			
SSACC	R	8457769								
ESACC	R	8457769	8457797	32	414.4	344.8	415.9	365.6	0.41	118
SFIX	R	8457801								
MSG	8457829	VIDEO_MARKER_00300								
EFIX	R	8457801	8457833	36	413.3	347.5	1454			
SSACC	R	8457837								
ESACC	R	8457837	8457937	104	413.3	335.6	577.6	328.4	2.70	173
SFIX	R	8457941								
EFIX	R	8457941	8458097	160	570.8	330.3	1456			
SSACC	R	8458101								
ESACC	R	8458101	8458113	16	578.3	313.4	565.4	348.3	0.72	80
SFIX	R	8458117								
EFIX	R	8458117	8458149	36	567.3	333.7	1481			
SSACC	R	8458153								
ESACC	R	8458153	8458169	20	567.6	338.5	559.1	320.2	0.38	86
SFIX	R	8458173								
EFIX	R	8458173	8458237	68	567.4	330.1	1494			
SSACC	R	8458241								
ESACC	R	8458241	8458293	56	573.5	310.3	574.2	335.8	0.50	72
SFIX	R	8458297								
EFIX	R	8458297	8458361	68	573.5	332.2	1516			
SSACC	R	8458365								
ESACC	R	8458365	8458457	96	577.3	318.6	508.3	416.2	2.22	130
SFIX	R	8458461								
EFIX	R	8458461	8458513	56	503.7	433.7	1540			
SSACC	R	8458517								
ESACC	R	8458517	8458665	152	504.0	451.8	494.7	423.9	0.56	91
SFIX	R	8458669								
EFIX	R	8458669	8458737	72	499.5	425.9	1564			
SSACC	R	8458741								
ESACC	R	8458741	8458753	16	507.0	409.4	500.7	418.8	0.21	76
SFIX	R	8458757								
EFIX	R	8458757	8458777	24	499.8	428.8	1579			
SSACC	R	8458781								
ESACC	R	8458781	8458829	52	500.1	417.3	586.7	314.1	2.47	154
SFIX	R	8458833								
EFIX	R	8458833	8458889	60	580.2	334.1	1559			
SSACC	R	8458893								
ESACC	R	8458893	8458957	68	584.7	312.4	581.4	350.0	0.74	102
SFIX	R	8458961								
EFIX	R	8458961	8459009	52	586.1	330.2	1575			
SSACC	R	8459013								
ESACC	R	8459013	8459061	52	585.7	350.8	585.9	357.5	0.13	95
SFIX	R	8459065								
EFIX	R	8459065	8459109	48	589.8	335.7	1581			
SSACC	R	8459113								
ESACC	R	8459113	8459149	40	584.2	353.5	516.8	373.9	1.17	134
SFIX	R	8459153								
EFIX	R	8459153	8459217	68	516.1	364.6	1600			
SSACC	R	8459221								
ESACC	R	8459221	8459281	64	514.1	345.2	826.8	597.9	7.06	313
SFIX	R	8459285								
EFIX	R	8459285	8459357	76	841.3	618.0	1624			
SSACC	R	8459361								
ESACC	R	8459361	8459449	92	843.7	628.4	945.4	609.6	1.67	143
SFIX	R	8459453								
EFIX	R	8459453	8459489	40	916.2	631.8	1582			
SSACC	R	8459493								
ESACC	R	8459493	8459497	8	912.9	649.7	913.1	655.6	0.11	70
SFIX	R	8459501								
EFIX	R	8459501	8459529	32	913.0	655.8	1562			
SSACC	R	8459533								
ESACC	R	8459533	8459541	12	909.3	662.0	923.9	637.1	0.53	66
SFIX	R	8459545								
EFIX	R	8459545	8459589	48	910.6	646.2	1542			
SSACC	R	8459593								
SBLINK	R	8459661								
EBLINK	R	8459661	8459813	156						
MSG	8459829	VIDEO_MARKER_00360								
ESACC	R	8459593	8459953	364	900.4	656.4	469.7	368.2	8.92	514
SFIX	R	8459957								
EFIX	R	8459957	8460005	52	486.1	359.4	1470			
SSACC	R	8460009								
ESACC	R	8460009	8460013	8	482.6	379.1	483.2	383.3	0.08	55
SFIX	R	8460017								
EFIX	R	8460017	8460129	116	484.1	377.0	1475			
SSACC	R	8460133								
ESACC	R	8460133	8460141	12	481.5	381.8	483.1	389.3	0.15	61
SFIX	R	8460145								
EFIX	R	8460145	8460229	88	480.9	377.5	1503			
SSACC	R	8460233								
ESACC	R	8460233	8460261	32	477.1	381.8	470.6	387.4	0.15	61
SFIX	R	8460265								
EFIX	R	8460265	8460285	24	474.5	381.3	1497			
SSACC	R	8460289								
ESACC	R	8460289	8460321	36	478.0	383.7	452.8	576.5	3.76	205
SFIX	R	8460325								
EFIX	R	8460325	8460489	168	462.0	568.7	1535			
SSACC	R	8460493								
ESACC	R	8460493	8460541	52	467.6	567.2	825.8	635.2	5.95	290
SFIX	R	8460545								
EFIX	R	8460545	8460669	128	818.6	644.1	1512			
SSACC	R	8460673								
ESACC	R	8460673	8460681	12	819.5	650.6	823.4	661.3	0.21	48
SFIX	R	8460685								
EFIX	R	8460685	8460781	100	819.7	652.1	1513			
SSACC	R	8460785								
ESACC	R	8460785	8460805	24	817.4	658.7	908.8	657.8	1.47	124
SFIX	R	8460809								
EFIX	R	8460809	8460969	164	882.3	655.7	1496			
SSACC	R	8460973								
ESACC	R	8460973	8460985	16	870.7	659.1	819.7	642.5	0.88	79
SFIX	R	8460989								
EFIX	R	8460989	8461193	208	828.4	645.1	1518			
SSACC	R	8461197								
SBLINK	R	8461237								
EBLINK	R	8461237	8461413	180						
ESACC	R	8461197	8461589	396	841.0	664.9	491.3	424.6	7.32	876
SFIX	R	8461593								
EFIX	R	8461593	8461617	28	487.1	443.9	1476			
SSACC	R	8461621								
ESACC	R	8461621	8461641	24	483.7	426.4	485.7	450.0	0.46	83
SFIX	R	8461645								
EFIX	R	8461645	8461685	44	486.3	471.3	1418			
SSACC	R	8461689								
ESACC	R	8461689	8461745	60	487.4	476.6	499.2	466.8	0.27	79
SFIX	R	8461749								
MSG	8461829	VIDEO_MARKER_00420								
EFIX	R	8461749	8461881	136	506.0	483.5	1455			
SSACC	R	8461885								
ESACC	R	8461885	8461909	28	508.4	464.2	507.3	484.9	0.40	63
SFIX	R	8461913								
EFIX	R	8461913	8461969	60	506.3	476.6	1479			
SSACC	R	8461973								
ESACC	R	8461973	8462073	104	507.2	475.2	908.6	668.1	7.47	207
SFIX	R	8462077								
EFIX	R	8462077	8462113	40	883.4	678.2	1377			
SSACC	R	8462117								
ESACC	R	8462117	8462149	36	891.2	687.7	893.2	675.3	0.24	128
SFIX	R	8462153								
EFIX	R	8462153	8462237	88	866.8	700.2	1251			
SSACC	R	8462241								
ESACC	R	8462241	8462245	8	853.5	705.4	855.0	686.9	0.35	76
SFIX	R	8462249								
EFIX	R	8462249	8462317	72	845.9	678.8	1171			
SSACC	R	8462321								
ESACC	R	8462321	8462401	84	836.0	687.2	531.8	396.3	7.46	177
SFIX	R	8462405								
EFIX	R	8462405	8462805	404	546.2	453.3	1107			
SSACC	R	8462809								
ESACC	R	8462809	8462893	88	562.9	474.3	792.8	695.6	5.65	251
SFIX	R	8462897								
EFIX	R	8462897	8462937	44	789.1	664.1	1224			
SSACC	R	8462941								
ESACC	R	8462941	8462953	16	795.1	625.5	798.3	652.0	0.51	61
SFIX	R	8462957								
EFIX	R	8462957	8463021	68	809.0	617.7	1276			
SSACC	R	8463025								
ESACC	R	8463025	8463037	16	814.1	592.5	818.9	608.3	0.31	42
SFIX	R	8463041								
EFIX	R	8463041	8463081	44	823.9	609.4	1282			
SSACC	R	8463085								
ESACC	R	8463085	8463089	8	841.3	614.6	861.1	619.7	0.33	60
SFIX	R	8463093								
EFIX	R	8463093	8463197	108	861.1	616.4	1243			
SSACC	R	8463201								
ESACC	R	8463201	8463265	68	844.0	582.5	500.8	303.8	7.77	284
SFIX	R	8463269								
EFIX	R	8463269	8463317	52	520.0	352.6	1285			
SSACC	R	8463321								
ESACC	R	8463321	8463409	92	518.3	372.5	505.4	350.6	0.48	90
SFIX	R	8463413								
EFIX	R	8463413	8463461	52	506.9	345.3	1317			
SSACC	R	8463465								
ESACC	R	8463465	8463493	32	505.3	355.9	501.3	353.7	0.08	86
SFIX	R	8463497								
EFIX	R	8463497	8463545	52	499.1	352.4	1259			
SSACC	R	8463549								
ESACC	R	8463549	8463577	32	496.2	354.5	604.2	390.8	1.91	108
SFIX	R	8463581								
EFIX	R	8463581	8463629	52	590.8	400.5	1213			
SSACC	R	8463633								
ESACC	R	8463633	8463681	52	588.0	410.2	798.7	583.2	4.79	235
SFIX	R	8463685								
MSG	8463829	VIDEO_MARKER_00480								
EFIX	R	8463685	8463857	176	814.0	610.7	1200			
SSACC	R	8463861								
ESACC	R	8463861	8463913	56	822.2	625.8	858.5	621.3	0.59	85
SFIX	R	8463917								
EFIX	R	8463917	8463997	84	861.1	612.9	1261			
SSACC	R	8464001								
ESACC	R	8464001	8464057	60	855.3	612.2	535.4	265.2	8.50	261
SFIX	R	8464061								
EFIX	R	8464061	8464173	116	536.0	316.7	1277			
SSACC	R	8464177								
ESACC	R	8464177	8464181	8	523.2	304.6	523.6	311.6	0.14	57
SFIX	R	8464185								
EFIX	R	8464185	8464253	72	509.4	328.6	1277			
SSACC	R	8464257								
ESACC	R	8464257	8464273	20	507.1	331.9	554.4	276.1	1.34	107
SFIX	R	8464277								
EFIX	R	8464277	8464381	108	550.8	272.6	1271			
SSACC	R	8464385								
ESACC	R	8464385	8464389	8	545.7	257.7	545.7	271.1	0.26	54
SFIX	R	8464393								
EFIX	R	8464393	8464473	84	541.8	265.6	1271			
SSACC	R	8464477								
ESACC	R	8464477	8464489	16	544.9	254.7	543.8	274.4	0.39	53
SFIX	R	8464493								
EFIX	R	8464493	8464521	32	539.8	267.0	1275			
SSACC	R	8464525								
ESACC	R	8464525	8464549	28	538.6	276.7	539.8	255.5	0.42	54
SFIX	R	8464553								
EFIX	R	8464553	8464589	40	538.4	270.2	1274			
SSACC	R	8464593								
ESACC	R	8464593	8464637	48	537.5	281.0	503.9	284.3	0.56	93
SFIX	R	8464641								
EFIX	R	8464641	8464669	32	511.5	296.6	1294			
SSACC	R	8464673								
ESACC	R	8464673	8464689	20	514.5	283.2	514.7	291.7	0.17	78
SFIX	R	8464693								
EFIX	R	8464693	8464757	68	517.3	305.8	1296			
SSACC	R	8464761								
ESACC	R	8464761	8464841	84	525.7	302.0	803.8	592.5	7.23	198
SFIX	R	8464845								
EFIX	R	8464845	8465005	164	819.7	624.9	1281			
SSACC	R	8465009								
ESACC	R	8465009	8465021	16	825.8	634.0	881.5	612.5	0.99	94
SFIX	R	8465025								
EFIX	R	8465025	8465153	132	861.8	613.5	1268			
SSACC	R	8465157								
ESACC	R	8465157	8465221	68	851.4	601.9	489.8	298.0	8.32	219
SFIX	R	8465225								
EFIX	R	8465225	8465445	224	507.8	358.7	1245			
SSACC	R	8465449								
ESACC	R	8465449	8465453	8	495.0	359.5	474.1	355.2	0.35	74
SFIX	R	8465457								
EFIX	R	8465457	8465609	156	449.3	342.4	1203			
SSACC	R	8465613								
ESACC	R	8465613	8465669	60	452.5	332.2	455.0	301.2	0.61	136
SFIX	R	8465673								
MSG	8465829	VIDEO_MARKER_00540								
EFIX	R	8465673	8465865	196	482.7	360.7	1110			
SSACC	R	8465869								
ESACC	R	8465869	8465929	64	511.9	364.2	823.9	605.4	6.90	173
SFIX	R	8465933								
EFIX	R	8465933	8466049	120	816.2	625.2	1045			
SSACC	R	8466053								
ESACC	R	8466053	8466213	164	821.9	608.4	516.9	275.6	8.14	248
SFIX	R	8466217								
EFIX	R	8466217	8466245	32	519.3	282.2	1021			
SSACC	R	8466249								
ESACC	R	8466249	8466257	12	520.6	305.5	520.1	332.1	0.52	76
SFIX	R	8466261								
EFIX	R	8466261	8466297	40	514.0	331.0	997			
SSACC	R	8466301								
ESACC	R	8466301	8466369	72	509.7	327.9	862.8	569.9	7.42	192
SFIX	R	8466373								
EFIX	R	8466373	8466449	80	856.6	614.1	1004			
SSACC	R	8466453								
ESACC	R	8466453	8466461	12	862.5	614.0	862.5	642.3	0.54	67
SFIX	R	8466465								
EFIX	R	8466465	8466649	188	869.2	638.7	986			
SSACC	R	8466653								
ESACC	R	8466653	8466725	76	883.8	612.8	546.1	262.9	8.71	289
SFIX	R	8466729								
EFIX	R	8466729	8466793	68	515.4	238.4	1079			
SSACC	R	8466797								
ESACC	R	8466797	8466801	8	499.4	242.5	500.8	230.2	0.24	59
SFIX	R	8466805								
EFIX	R	8466805	8466841	40	500.1	241.5	1107			
SSACC	R	8466845								
ESACC	R	8466845	8466869	28	505.9	257.9	511.9	291.7	0.67	70
SFIX	R	8466873								
EFIX	R	8466873	8466933	64	513.1	299.0	1075			
SSACC	R	8466937								
ESACC	R	8466937	8466941	8	497.7	291.0	490.8	273.3	0.37	66
SFIX	R	8466945								
EFIX	R	8466945	8467097	156	467.7	291.9	1056			
SSACC	R	8467101								
ESACC	R	8467101	8467193	96	463.5	300.1	822.8	584.5	8.04	172
SFIX	R	8467197								
EFIX	R	8467197	8467365	172	853.1	604.3	1045			
SSACC	R	8467369								
SBLINK	R	8467457								
EBLINK	R	8467457	8467673	220						
ESACC	R	8467369	8467749	384	841.5	590.3	508.7	406.5	6.47	526
SFIX	R	8467753								
MSG	8467829	VIDEO_MARKER_00600								
EFIX	R	8467753	8467885	136	470.9	329.6	1022			
SSACC	R	8467889								
ESACC	R	8467889	8467897	12	450.8	300.0	451.7	320.5	0.40	50
SFIX	R	8467901								
EFIX	R	8467901	8467929	32	458.0	317.6	1020			
SSACC	R	8467933								
ESACC	R	8467933	8467937	8	461.8	331.9	463.3	326.9	0.10	43
SFIX	R	8467941								
EFIX	R	8467941	8468125	188	461.9	332.9	1026			
SSACC	R	8468129								
SBLINK	R	8468181								
EBLINK	R	8468181	8468369	192						
ESACC	R	8468129	8468461	336	469.7	328.4	467.3	303.4	0.49	628
SFIX	R	8468465								
EFIX	R	8468465	8469113	652	483.9	360.1	842			
SSACC	R	8469117								
ESACC	R	8469117	8469173	60	491.5	369.2	490.0	354.3	0.29	72
SFIX	R	8469177								
EFIX	R	8469177	8469545	372	511.6	366.0	769			
SSACC	R	8469549								
ESACC	R	8469549	8469569	24	516.6	364.2	502.4	367.9	0.24	70
SFIX	R	8469573								
MSG	8469828	VIDEO_MARKER_00660								
EFIX	R	8469573	8469853	284	484.0	365.0	745			
SSACC	R	8469857								
ESACC	R	8469857	8469861	8	474.2	379.2	477.0	392.1	0.26	60
SFIX	R	8469865								
EFIX	R	8469865	8470973	1112	460.4	422.0	852			
SSACC	R	8470977								
ESACC	R	8470977	8471013	40	482.8	438.7	755.4	617.2	5.62	229
SFIX	R	8471017								
EFIX	R	8471017	8471145	132	753.3	629.5	1023			
SSACC	R	8471149								
ESACC	R	8471149	8471165	20	758.3	633.2	831.7	646.2	1.21	92
SFIX	R	8471169								
EFIX	R	8471169	8471277	112	832.4	647.9	1137			
SSACC	R	8471281								
ESACC	R	8471281	8471321	44	831.8	651.9	838.6	644.6	0.18	61
SFIX	R	8471325								
EFIX	R	8471325	8471533	212	831.2	656.8	1177			
SSACC	R	8471537								
ESACC	R	8471537	8471549	16	828.0	639.3	832.7	656.9	0.34	64
SFIX	R	8471553								
EFIX	R	8471553	8471577	28	828.6	664.4	1194			
SSACC	R	8471581								
ESACC	R	8471581	8471605	28	829.5	665.2	827.9	666.1	0.03	125
SFIX	R	8471609								
EFIX	R	8471609	8471645	40	829.0	654.4	1216			
SSACC	R	8471649								
ESACC	R	8471649	8471693	48	833.2	658.6	833.9	621.8	0.70	96
SFIX	R	8471697								
EFIX	R	8471697	8471721	28	832.0	646.5	1252			
SSACC	R	8471725								
ESACC	R	8471725	8471741	20	799.2	652.8	769.2	615.8	0.86	90
SFIX	R	8471745								
MSG	8471828	VIDEO_MARKER_00720								
EFIX	R	8471745	8471873	132	772.9	625.6	1245			
SSACC	R	8471877								
ESACC	R	8471877	8471941	68	777.6	628.1	775.6	628.7	0.03	104
SFIX	R	8471945								
EFIX	R	8471945	8471977	36	777.2	629.3	1262			
SSACC	R	8471981								
ESACC	R	8471981	8472021	44	776.6	622.1	793.1	635.9	0.37	74
SFIX	R	8472025								
EFIX	R	8472025	8472077	56	790.4	638.2	1264			
SSACC	R	8472081								
ESACC	R	8472081	8472085	8	789.3	634.4	786.5	648.4	0.27	54
SFIX	R	8472089								
EFIX	R	8472089	8472197	112	783.8	636.5	1237			
SSACC	R	8472201								
ESACC	R	8472201	8472333	136	762.5	624.7	501.3	256.4	8.31	161
SFIX	R	8472337								
EFIX	R	8472337	8472369	36	488.0	262.7	1237			
SSACC	R	8472373								
ESACC	R	8472373	8472397	28	482.1	248.3	468.5	281.8	0.69	54
SFIX	R	8472401								
EFIX	R	8472401	8472453	56	463.6	271.2	1229			
SSACC	R	8472457								
ESACC	R	8472457	8472469	16	465.4	260.0	459.4	276.5	0.34	83
SFIX	R	8472473								
EFIX	R	8472473	8472509	40	437.2	285.0	1225			
SSACC	R	8472513								
ESACC	R	8472513	8472525	16	437.8	296.9	437.2	275.4	0.42	87
SFIX	R	8472529								
EFIX	R	8472529	8472601	76	435.4	299.1	1199			
SSACC	R	8472605								
ESACC	R	8472605	8472609	8	433.5	323.2	433.9	335.3	0.24	99
SFIX	R	8472613								
MSG	8472680	VIDEO_SKIPPED								
MSG	8472712	VIDEO_START								
EFIX	R	8472613	8473053	444	443.1	363.8	1078			
SSACC	R	8473057								
ESACC	R	8473057	8473133	80	441.9	389.7	767.0	638.5	7.14	239
SFIX	R	8473137								
EFIX	R	8473137	8473249	116	774.8	651.6	1057			
SSACC	R	8473253								
ESACC	R	8473253	8473261	12	775.4	637.3	776.1	639.7	0.05	50
SFIX	R	8473265								
EFIX	R	8473265	8473285	24	777.5	648.0	1051			
SSACC	R	8473289								
SBLINK	R	8473417								
EBLINK	R	8473417	8473617	204						
ESACC	R	8473289	8473713	428	775.7	642.8	452.3	242.6	9.37	623
SFIX	R	8473717								
EFIX	R	8473717	8473785	72	474.0	269.3	1009			
SSACC	R	8473789								
ESACC	R	8473789	8473793	8	459.5	303.9	455.0	318.9	0.30	60
SFIX	R	8473797								
EFIX	R	8473797	8473849	56	439.4	331.2	990			
SSACC	R	8473853								
ESACC	R	8473853	8473861	12	427.6	327.4	415.9	354.7	0.57	71
SFIX	R	8473865								
EFIX	R	8473865	8474425	564	363.0	363.3	913			
SSACC	R	8474429								
ESACC	R	8474429	8474441	16	339.2	372.7	353.5	352.5	0.46	47
SFIX	R	8474445								
EFIX	R	8474445	8474469	28	368.8	352.6	878			
SSACC	R	8474473								
ESACC	R	8474473	8474481	12	366.4	361.1	365.9	359.1	0.04	53
SFIX	R	8474485								
EFIX	R	8474485	8474537	56	367.7	364.8	879			
SSACC	R	8474541								
ESACC	R	8474541	8474549	12	375.3	357.3	388.8	331.8	0.55	68
SFIX	R	8474553								
MSG	8474678	VIDEO_MARKER_00060								
EFIX	R	8474553	8474857	308	377.8	319.9	877			
SSACC	R	8474861								
ESACC	R	8474861	8474881	24	366.7	313.8	404.8	233.6	1.69	121
SFIX	R	8474885								
EFIX	R	8474885	8475145	264	393.0	249.0	912			
SSACC	R	8475149								
ESACC	R	8475149	8475153	8	389.7	257.5	391.1	269.3	0.23	40
SFIX	R	8475157								
EFIX	R	8475157	8475585	432	398.8	271.6	970			
SSACC	R	8475589								
ESACC	R	8475589	8475613	28	411.5	282.3	461.7	410.8	2.65	162
SFIX	R	8475617								
EFIX	R	8475617	8475873	260	466.8	404.4	1076			
SSACC	R	8475877								
ESACC	R	8475877	8475897	24	472.2	394.2	351.6	426.4	2.07	166
SFIX	R	8475901								
EFIX	R	8475901	8476089	192	372.6	427.3	1143			
SSACC	R	8476093								
ESACC	R	8476093	8476113	24	373.3	418.3	353.3	312.8	2.09	133
SFIX	R	8476117								
EFIX	R	8476117	8476401	288	357.9	312.3	1194			
SSACC	R	8476405								
ESACC	R	8476405	8476413	12	374.4	327.3	415.6	322.8	0.68	85
SFIX	R	8476417								
EFIX	R	8476417	8476669	256	412.1	341.1	1225			
SSACC	R	8476673								
MSG	8476678	VIDEO_MARKER_00120								
ESACC	R	8476673	8476689	20	417.7	347.7	478.7	297.2	1.41	119
SFIX	R	8476693								
EFIX	R	8476693	8476869	180	476.1	305.3	1243			
SSACC	R	8476873								
ESACC	R	8476873	8476889	20	488.5	300.4	513.0	249.6	1.08	90
SFIX	R	8476893								
EFIX	R	8476893	8477377	488	500.7	249.5	1242			
SSACC	R	8477381								
ESACC	R	8477381	8477385	8	492.2	259.8	492.9	265.5	0.11	45
SFIX	R	8477389								
EFIX	R	8477389	8477577	192	492.5	245.8	1253			
SSACC	R	8477581								
SBLINK	R	8477621								
EBLINK	R	8477621	8477785	168						
ESACC	R	8477581	8477853	276	476.7	212.2	460.3	257.6	0.93	350
SFIX	R	8477857								
EFIX	R	8477857	8477929	76	467.6	262.6	1336			
SSACC	R	8477933								
ESACC	R	8477933	8477937	8	466.4	275.3	465.9	289.1	0.27	65
SFIX	R	8477941								
EFIX	R	8477941	8478025	88	461.9	274.8	1330			
SSACC	R	8478029								
ESACC	R	8478029	8478045	20	462.6	244.3	458.5	296.0	1.02	105
SFIX	R	8478049								
EFIX	R	8478049	8478169	124	461.6	311.4	1250			
SSACC	R	8478173								
ESACC	R	8478173	8478185	16	448.1	323.8	396.6	341.4	0.91	83
SFIX	R	8478189								
EFIX	R	8478189	8478577	392	398.3	359.7	1147			
SSACC	R	8478581								
ESACC	R	8478581	8478593	16	411.7	370.8	465.2	365.2	0.88	81
SFIX	R	8478597								
MSG	8478678	VIDEO_MARKER_00180								
EFIX	R	8478597	8478893	300	461.6	369.3	1027			
SSACC	R	8478897								
ESACC	R	8478897	8478905	12	457.0	361.2	431.1	377.6	0.53	66
SFIX	R	8478909								
EFIX	R	8478909	8479117	212	426.2	364.7	992			
SSACC	R	8479121								
SBLINK	R	8479213								
EBLINK	R	8479213	8479349	140						
ESACC	R	8479121	8479489	372	436.6	277.5	414.8	151.2	2.50	576
SFIX	R	8479493								
EFIX	R	8479493	8479605	116	409.8	191.3	1004			
SSACC	R	8479609								
ESACC	R	8479609	8479621	16	417.5	201.6	424.5	225.9	0.49	58
SFIX	R	8479625								
EFIX	R	8479625	8480229	608	471.8	328.3	932			
SSACC	R	8480233								
ESACC	R	8480233	8480245	16	474.9	400.8	432.3	410.0	0.72	64
SFIX	R	8480249								
EFIX	R	8480249	8480437	192	412.6	385.1	829			
SSACC	R	8480441								
ESACC	R	8480441	8480505	68	420.8	379.6	764.5	678.5	8.02	226
SFIX	R	8480509								
EFIX	R	8480509	8480657	152	776.7	699.2	787			
SSACC	R	8480661								
MSG	8480678	VIDEO_MARKER_00240								
ESACC	R	8480661	8480681	24	781.6	714.8	928.0	675.7	2.46	207
SFIX	R	8480685								
EFIX	R	8480685	8480841	160	911.9	679.7	798			
SSACC	R	8480845								
ESACC	R	8480845	8480945	104	917.2	675.1	409.7	200.3	12.30	346
SFIX	R	8480949								
EFIX	R	8480949	8481093	148	405.3	226.3	858			
SSACC	R	8481097								
ESACC	R	8481097	8481109	16	399.3	218.2	430.0	173.7	1.01	105
